ランク,水源_緯度,水源_経度,水源_標高(m),取水口_緯度,取水口_経度,取水口_標高(m),発電所_緯度,発電所_経度,発電所_標高(m),有効落差(m),推定発電量(kW)
#1,36.277425,137.670397,2478.0,36.277425,137.690433,1596.0,36.341186,137.870761,561.0,1917.0,520.5
#2,36.315682,137.670397,2442.0,36.302930,137.690433,1685.0,36.341186,137.870761,561.0,1881.0,517.6
#3,36.315682,137.670397,2442.0,36.302930,137.690433,1685.0,36.353938,137.870761,542.0,1900.0,501.7
