ランク,水源_緯度,水源_経度,水源_標高(m),取水口_緯度,取水口_経度,取水口_標高(m),発電所_緯度,発電所_経度,発電所_標高(m),有効落差(m),推定発電量(kW)
#1,36.335505,137.568465,2621.0,36.461854,137.373334,1403.0,36.714551,137.324551,7.0,2614.0,12.7
#2,36.398679,137.617248,2647.0,36.461854,137.373334,1403.0,36.714551,137.324551,7.0,2640.0,12.2
#3,36.588202,137.617248,2716.0,36.461854,137.373334,1403.0,36.714551,137.324551,7.0,2709.0,9.3
