Rank,WaterSource_Lat,WaterSource_Lon,WaterSource_Elevation_m,WaterSource_Flow_m3s,Intake_Lat,Intake_Lon,Intake_Elevation_m,Powerhouse_Lat,Powerhouse_Lon,Powerhouse_Elevation_m,EffectiveHead_m,WS_Intake_Distance_km,Intake_PH_Distance_km,Total_Distance_km,EstimatedPower_kW
1,35.67334374074074,137.796118,2152.0,0.4913796703366416,35.67334374074074,137.84851433333333,1434.0,35.67334374074074,137.953307,587.0,1565.0,4.743652270233729,9.48730420319055,14.230956473424278,1146.0350614573208
2,36.75900714814815,137.796118,1782.0,0.4786479824979063,36.82686111111111,137.84851433333333,1452.0,36.82686111111111,137.90091066666668,523.0,1259.0,8.864011903285496,4.674438572280499,13.538450475565995,973.6346464982663
3,35.67334374074074,137.796118,2152.0,0.4913796703366416,35.67334374074074,137.84851433333333,1434.0,35.60548977777778,137.953307,487.0,1665.0,4.743652270233729,12.114628619354939,16.858280889588666,897.381976314029
4,35.67334374074074,137.796118,2152.0,0.4913796703366416,35.67334374074074,137.84851433333333,1434.0,35.741197703703705,137.953307,607.0,1545.0,4.743652270233729,12.108391374298717,16.852043644532447,833.3119605407753
5,35.46978185185185,138.05809966666666,2191.0,0.45557710578951927,35.40192788888889,138.00570333333334,1759.0,35.33407392592593,137.953307,495.0,1696.0,8.905653782079316,8.907713448059129,17.813367230138446,758.1264365065961
6,36.75900714814815,138.582063,1869.0,0.4688702343381952,36.82686111111111,138.47727033333334,1324.0,36.82686111111111,138.424874,503.0,1366.0,12.007484309417745,4.674438572280499,16.68192288169824,717.1086072164234
7,36.75900714814815,138.582063,1869.0,0.4688702343381952,36.75900714814815,138.52966666666666,1578.0,36.82686111111111,138.424874,503.0,1366.0,4.678562833109827,12.007484309417745,16.68604714252757,716.7636435388591
8,35.741197703703705,137.796118,2449.0,0.4173235352954945,35.67334374074074,137.84851433333333,1434.0,35.67334374074074,137.953307,587.0,1862.0,8.897393221614376,9.48730420319055,18.384697424804926,713.2774192023646
9,35.46978185185185,138.05809966666666,2191.0,0.45557710578951927,35.46978185185185,137.953307,1277.0,35.46978185185185,137.84851433333333,445.0,1746.0,9.511333972439775,9.511333972439775,19.02266794487955,677.7781426578747
10,35.60548977777778,138.110496,1864.0,0.4430078109107489,35.67334374074074,138.00570333333334,1202.0,35.67334374074074,137.953307,587.0,1277.0,12.114628619354939,4.743652270236303,16.858280889591242,620.5091657161094
11,36.75900714814815,137.796118,1782.0,0.4786479824979063,36.82686111111111,137.84851433333333,1452.0,36.89471507407407,137.90091066666668,493.0,1289.0,8.864011903285496,8.861908161823656,17.72592006510915,611.5807367796751
12,36.75900714814815,138.582063,1869.0,0.4688702343381952,36.75900714814815,138.52966666666666,1578.0,36.75900714814815,138.37247766666667,399.0,1470.0,4.678562833109827,14.035687098041693,18.71424993115152,608.8050617588245
13,36.75900714814815,138.582063,1869.0,0.4688702343381952,36.75900714814815,138.47727033333334,1525.0,36.75900714814815,138.37247766666667,399.0,1470.0,9.357125315896523,9.357125315896523,18.714250631793046,608.8050119941807
14,36.75900714814815,138.582063,1869.0,0.4688702343381952,36.82686111111111,138.52966666666666,1397.0,36.82686111111111,138.424874,503.0,1366.0,8.864011903286556,9.348876793436471,18.212888696723027,599.8110117656682
15,36.75900714814815,138.582063,1869.0,0.4688702343381952,36.75900714814815,138.47727033333334,1525.0,36.82686111111111,138.424874,503.0,1366.0,9.357125315896523,8.864011903286556,18.221137219183078,599.2340747078196
16,35.741197703703705,137.796118,2449.0,0.4173235352954945,35.67334374074074,137.84851433333333,1434.0,35.60548977777778,137.953307,487.0,1962.0,8.897393221614376,12.114628619354939,21.012021840969314,553.1683758936575
17,35.67334374074074,138.16289233333333,2135.0,0.4109016790226929,35.67334374074074,138.00570333333334,1202.0,35.67334374074074,137.953307,587.0,1548.0,14.230955461585486,4.743652270236303,18.974607731821788,545.0362663655121
18,35.67334374074074,138.16289233333333,2135.0,0.4109016790226929,35.67334374074074,138.110496,1445.0,35.67334374074074,137.953307,587.0,1548.0,4.743652270233729,14.230955461588062,18.97460773182179,545.0362663655119
19,35.67334374074074,137.796118,2152.0,0.4913796703366416,35.60548977777778,137.7437216666667,1946.0,35.67334374074074,137.63892900000002,530.0,1622.0,8.899461626241226,12.114628619354939,21.014090245596165,538.3301407061728
